id,service_a,service_b,service_c,service_d,service_e,service_f,service_g,service_h,service_i,service_j,service_k,service_l,service_m,service_n
396,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14610,1,1,0,0,0,0,0,0,0,1,0,0,0,1
15079,1,1,1,0,0,0,0,1,0,1,1,0,0,0
17620,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2937,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14907,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14845,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11069,0,0,1,0,0,0,1,0,0,1,1,1,1,1
130,0,0,0,0,0,0,0,1,0,1,1,0,0,0
10912,1,0,1,0,0,0,0,1,0,1,1,1,0,1
1106,0,0,0,0,0,0,0,1,0,1,1,0,0,0
8056,1,0,1,0,0,0,0,0,0,1,1,1,1,0
5367,1,1,1,0,0,0,0,0,0,1,0,0,0,0
3671,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5691,1,1,0,0,0,0,0,0,0,1,1,0,0,0
11275,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6513,1,1,1,0,0,0,0,1,0,1,1,0,0,0
14994,1,0,0,1,1,0,0,0,0,1,1,0,0,0
15555,1,1,0,0,0,0,0,0,0,1,1,0,0,0
6382,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1660,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9858,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4226,0,0,0,0,0,0,0,1,0,1,1,1,0,0
6694,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15199,1,1,0,0,0,0,0,0,0,1,1,0,0,0
18034,1,1,1,0,1,0,0,0,0,1,0,0,0,1
15790,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1353,0,0,0,0,0,0,0,1,0,1,1,0,0,0
10526,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1072,1,0,0,0,0,0,0,0,0,1,1,0,0,0
16854,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4583,1,0,0,0,0,0,0,1,0,1,1,0,0,1
4366,0,0,0,0,0,0,0,1,0,1,1,0,0,0
13447,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5453,1,1,1,0,0,1,1,1,0,1,1,0,0,0
9853,1,1,1,0,0,0,0,0,0,1,1,0,0,0
7970,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5670,0,0,0,1,1,0,0,0,0,1,1,0,0,1
13615,1,0,1,0,0,0,0,1,0,0,0,0,0,1
17896,0,1,0,0,0,0,0,1,0,1,1,0,0,1
3490,0,1,0,0,1,0,0,1,0,1,1,0,0,0
2463,0,0,1,0,0,0,0,0,0,0,1,0,0,1
11004,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13796,1,1,1,0,0,0,0,0,0,1,1,0,0,0
16698,1,1,1,0,0,1,0,0,0,1,1,0,0,0
14622,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11731,0,0,1,0,0,0,1,1,0,1,1,0,0,0
2809,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2951,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14384,1,1,0,0,0,0,0,0,0,1,1,0,0,0
4763,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17925,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10963,1,1,1,0,0,0,0,1,0,1,1,0,0,0
2885,1,0,0,0,0,0,0,0,0,1,1,0,0,0
13245,1,1,0,0,0,1,0,0,0,1,1,0,0,0
17684,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13540,1,0,0,0,0,0,0,1,0,1,1,0,0,1
16687,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12831,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5819,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14411,0,0,0,0,0,0,0,0,0,1,0,0,0,0
751,0,0,0,0,0,0,0,1,0,1,1,0,0,1
10555,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13911,1,1,0,0,0,0,0,1,0,1,0,0,0,0
16248,1,0,0,0,0,0,0,0,0,0,0,0,0,0
541,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4153,1,1,0,0,0,0,0,1,0,1,1,0,0,0
1684,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10193,1,1,0,0,0,0,0,0,0,1,1,0,0,0
9387,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11405,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2301,1,0,1,0,0,0,0,0,0,1,1,1,1,0
13496,1,1,0,0,0,1,0,0,0,1,1,0,0,1
166,1,1,0,0,0,0,0,0,0,1,1,0,0,0
8354,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4727,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15273,1,1,1,0,0,0,0,0,0,1,1,0,0,0
4027,1,0,1,0,0,0,0,0,0,1,1,1,1,0
7098,1,1,0,0,0,0,0,0,0,1,1,0,0,1
14683,1,1,1,1,1,0,1,0,0,1,1,0,0,0
725,1,1,1,0,0,0,0,0,0,1,1,0,0,0
17653,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11546,0,0,0,0,0,0,0,0,0,1,1,0,0,0
871,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12158,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6846,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10345,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11061,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16964,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3707,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4638,0,0,1,0,0,0,0,0,0,1,1,1,1,1
10567,0,0,0,0,0,0,0,1,0,1,1,0,0,1
10789,1,1,0,0,0,0,0,1,0,0,0,0,0,0
17067,0,0,0,0,0,0,0,0,0,1,1,1,0,1
4290,1,1,1,0,0,0,0,1,1,1,1,0,0,1
13849,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15844,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15126,1,1,1,0,0,0,1,0,0,1,0,0,0,1
8301,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4976,1,1,1,0,0,0,1,0,0,0,0,0,0,0
10376,0,0,1,1,1,0,0,0,0,0,0,1,1,1
17645,1,1,0,0,0,0,0,0,0,1,1,0,0,0
14026,1,1,1,0,0,0,0,1,0,1,1,0,0,1
7752,0,1,0,0,0,0,0,1,0,1,1,0,0,0
511,0,0,0,0,0,0,0,1,0,1,1,0,0,1
5056,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11116,1,1,1,0,0,0,0,1,0,1,0,0,0,0
5995,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9235,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4818,1,1,1,0,1,0,0,0,0,1,1,0,0,0
5518,1,1,1,0,0,0,0,1,0,1,1,0,0,0
16385,1,1,0,0,0,0,0,0,0,0,0,0,0,0
370,1,1,0,0,0,0,1,1,0,1,1,0,0,1
2587,1,1,0,0,0,0,0,0,0,1,1,0,0,0
9425,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4200,1,1,1,0,0,0,0,1,0,1,1,0,0,1
4402,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1013,1,0,0,0,0,0,0,1,0,1,1,1,0,0
9110,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14233,0,1,1,0,0,0,0,0,0,1,1,0,0,0
10954,1,1,0,0,0,0,0,0,0,0,0,0,1,0
14974,1,1,0,0,0,0,0,1,0,1,1,0,1,0
2917,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15651,1,1,1,0,0,0,0,1,0,1,1,0,0,0
3517,0,0,0,0,0,0,0,0,0,1,1,0,0,1
13107,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16965,1,0,0,1,0,0,0,1,0,1,1,1,0,0
11005,1,0,1,0,0,0,0,0,0,1,1,0,0,0
2997,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10734,1,1,0,0,0,0,0,0,0,1,1,0,0,0
10682,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4385,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1170,1,0,0,0,0,0,0,0,0,0,0,1,1,0
10100,0,1,0,0,0,0,0,1,0,1,1,0,0,0
10999,1,1,1,0,0,0,0,1,0,1,1,0,0,1
6318,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15801,1,1,1,0,0,0,0,0,0,1,1,0,0,0
15308,1,1,1,0,0,1,1,0,0,1,1,0,0,0
1945,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3105,0,0,0,0,0,0,0,1,0,1,1,0,0,0
17801,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17614,0,0,0,0,0,0,0,1,0,1,1,0,0,0
8408,1,1,1,0,0,0,1,1,0,1,1,0,0,1
4488,1,1,0,0,0,1,0,1,0,1,1,0,0,1
6633,0,0,0,0,0,0,0,1,0,1,1,0,0,0
18131,0,0,1,0,1,0,0,1,0,1,1,0,1,1
5798,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5818,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12575,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9673,1,1,1,0,0,0,0,1,0,1,1,1,1,1
14992,1,0,0,0,0,0,0,0,0,1,1,0,0,0
13522,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1400,1,0,1,0,0,0,0,0,0,1,1,0,0,0
15610,0,1,0,0,0,0,0,1,0,1,1,1,0,0
18053,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10644,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16755,1,1,1,0,0,0,0,0,0,1,1,0,0,0
8838,1,1,1,0,0,0,0,0,0,1,1,0,0,1
18019,1,1,1,0,0,0,0,1,0,1,1,0,0,0
14522,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7915,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6654,1,1,1,0,0,0,1,0,0,1,1,0,0,0
278,1,0,0,0,0,0,0,0,0,1,1,0,0,0
6977,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8195,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15364,0,0,1,0,0,0,0,1,0,1,1,0,0,1
7554,0,0,0,0,0,0,0,1,0,1,1,1,0,1
4787,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12303,0,0,0,0,0,0,0,1,0,1,1,0,0,0
8563,1,1,0,0,0,0,0,1,0,1,1,1,0,0
13296,1,1,1,0,0,0,1,1,1,1,0,0,0,1
2308,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15914,1,1,0,0,0,0,0,0,0,1,1,0,0,0
183,1,1,0,0,0,0,0,0,0,1,1,0,0,1
18105,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11629,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10217,0,0,0,0,0,0,0,0,0,1,1,0,0,0
345,1,0,1,0,0,0,0,1,0,0,1,1,0,0
15818,1,1,1,0,0,0,0,1,0,1,1,0,0,0
7735,0,0,0,0,0,0,0,0,0,1,1,0,0,1
12577,1,1,0,0,0,0,0,0,0,1,1,0,0,0
3299,1,1,0,0,0,0,0,1,0,1,1,0,0,0
943,0,0,0,0,0,0,0,1,0,0,1,0,0,1
13680,1,1,1,0,1,0,0,0,0,1,1,0,0,0
12130,1,1,0,0,0,0,0,1,0,1,0,1,0,0
16380,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5415,1,1,0,0,0,0,0,1,0,1,1,1,0,1
7387,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8972,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13239,1,1,1,0,1,0,0,1,0,1,1,0,0,0
7133,1,1,0,0,0,0,0,0,0,1,1,0,0,0
15574,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,1,1,0,0,0,0,1,0,0,1,0,0,0,0
11954,0,0,0,0,0,0,0,0,0,1,1,1,1,0
14400,1,0,0,0,1,0,0,0,0,1,1,0,0,0
14195,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13333,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8976,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13235,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14227,0,1,1,0,1,0,1,0,0,1,1,0,0,1
14481,0,0,0,0,0,0,0,1,0,1,1,0,0,0
14378,0,0,0,0,0,1,1,1,0,1,1,0,0,0
2755,0,0,1,0,1,0,1,1,0,1,1,1,1,0
1528,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14770,0,0,0,0,0,0,0,1,0,1,1,0,0,1
5043,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7102,0,0,0,0,0,0,0,0,0,1,1,0,0,0
18146,0,1,1,0,1,0,0,0,1,1,1,0,0,1
11059,1,0,0,0,0,0,0,0,0,1,1,0,0,0
16562,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10764,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11301,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17101,1,1,1,0,0,0,0,1,0,1,1,1,1,0
7757,1,0,0,0,0,0,0,0,0,1,1,0,0,0
8098,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8144,0,0,0,0,0,0,0,0,0,1,1,0,0,1
12614,0,0,1,0,0,0,0,1,0,1,1,0,0,1
8115,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9501,1,1,0,0,1,0,0,1,0,1,1,0,0,0
17657,0,0,0,0,0,0,0,1,0,0,1,1,1,0
15360,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14772,1,0,0,0,0,0,0,1,0,1,1,0,0,0
3394,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15406,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5750,1,0,0,0,0,1,0,0,0,0,0,1,1,0
5877,0,0,0,0,0,0,0,1,0,1,1,1,1,1
5068,1,0,1,0,0,0,0,0,0,1,1,0,0,0
17608,1,1,0,0,0,0,0,0,0,1,1,0,0,0
2211,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17683,1,1,1,0,0,1,0,1,0,1,0,0,0,1
16792,1,1,1,0,0,0,0,0,0,1,1,0,0,0
2102,1,1,0,0,0,0,0,1,0,1,1,0,0,0
16363,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6969,1,1,1,0,1,0,1,1,1,1,1,1,0,0
14137,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7693,1,0,1,0,0,0,0,1,0,0,0,0,0,0
8030,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3208,1,1,1,0,1,0,0,1,0,0,0,0,0,0
9023,0,0,1,0,0,0,0,0,0,1,1,0,0,0
16430,1,1,1,0,0,0,1,0,0,1,1,0,0,1
5859,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14412,1,1,1,0,0,0,0,0,0,1,1,0,0,0
10494,1,0,1,0,1,0,0,1,0,1,1,1,1,0
10375,1,1,1,0,0,0,0,0,0,1,1,0,0,0
12069,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16038,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7755,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11057,1,0,1,0,0,0,0,1,0,1,1,0,0,1
535,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17765,0,0,1,0,1,0,0,1,0,1,1,0,0,0
7480,1,0,0,0,0,0,0,1,0,1,1,1,1,0
15282,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4288,0,0,0,0,0,0,0,1,0,1,1,1,0,1
16744,1,1,0,0,0,0,0,0,0,1,1,0,0,0
2702,1,1,1,0,0,0,0,0,0,1,1,0,0,0
17990,1,1,0,0,0,0,0,0,0,1,1,0,0,0
10698,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16579,1,1,0,0,0,0,1,1,0,1,1,0,0,1
1769,0,0,0,0,0,0,0,1,0,1,1,0,0,0
13470,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6507,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9386,0,0,0,0,0,0,0,0,0,1,0,1,1,0
16931,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4827,1,1,1,0,0,0,0,0,0,1,1,0,0,0
14783,0,0,0,0,0,0,0,1,0,1,1,0,0,0
654,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1918,0,0,1,0,1,0,0,1,0,1,1,0,0,0
3632,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1955,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2187,1,1,1,0,0,0,0,0,0,1,1,0,0,0
748,0,0,0,0,0,0,0,1,0,1,1,0,0,1
4647,1,1,0,0,0,0,0,0,0,1,1,0,0,0
14546,1,1,1,0,1,0,1,0,0,1,1,0,0,0
7428,0,0,0,0,0,0,0,1,0,1,1,0,0,1
7604,0,0,0,0,0,0,0,1,0,1,1,0,0,0
6187,1,1,0,0,0,0,0,0,0,1,1,0,0,0
9760,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17116,0,0,0,0,0,0,0,1,0,1,1,0,0,0
16536,0,1,0,0,0,0,0,0,0,1,1,0,0,1
14805,0,0,0,0,0,0,0,1,0,1,1,0,0,1
16675,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4877,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12882,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2532,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3558,1,1,0,0,0,0,0,0,0,1,1,0,0,0
5871,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17366,1,1,0,0,0,0,0,1,0,1,1,0,0,0
9557,1,1,0,0,0,0,0,0,0,1,0,0,0,0
8309,1,1,1,0,0,0,0,0,0,1,1,0,0,0
15020,0,0,0,1,0,0,0,1,0,1,1,0,0,0
13939,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12442,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1456,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10224,0,0,0,0,0,0,0,0,0,1,1,0,0,0
294,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9859,1,0,0,0,0,0,0,0,0,1,1,0,0,0
7671,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1581,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11028,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9117,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10804,1,1,0,0,0,0,0,0,0,1,0,0,0,0
18051,1,1,0,0,0,0,0,0,0,1,1,0,0,0
15362,1,0,0,0,0,0,0,1,0,1,1,0,0,0
6364,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11918,1,1,0,0,0,0,0,0,0,1,1,0,0,0
2832,0,0,0,0,0,0,0,0,0,1,1,0,0,0
696,1,1,1,0,0,0,0,0,0,1,0,0,0,0
12181,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2864,1,1,1,0,0,0,0,0,0,1,1,0,0,0
14850,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16407,0,0,0,0,0,0,0,1,0,1,0,1,1,1
1399,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15894,1,1,1,0,0,0,0,0,0,1,1,0,0,0
14414,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5669,1,1,1,0,0,0,0,0,0,0,1,0,0,0
15455,1,1,1,0,0,0,0,0,0,1,1,0,0,0
15874,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10780,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16379,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16723,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4938,1,1,0,0,0,0,0,1,0,1,1,0,0,0
4276,0,0,0,0,0,0,0,1,0,1,1,0,0,0
12901,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1130,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9153,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13758,1,1,1,0,0,0,0,0,0,1,0,0,0,0
14787,0,1,1,0,1,0,0,1,0,1,1,0,0,1
3147,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8943,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14724,0,0,0,0,0,0,0,0,0,1,1,0,0,0
949,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7658,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6141,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13846,0,0,0,0,0,0,0,0,0,1,1,0,0,1
9478,1,1,1,0,0,0,0,1,0,1,1,0,0,1
17136,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17217,0,0,0,0,0,0,0,1,1,0,0,0,0,0
15531,1,0,0,0,0,0,0,0,0,1,1,0,0,0
18100,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8469,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14748,0,0,0,0,0,0,0,0,0,1,1,1,1,0
6576,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13069,0,0,0,0,0,0,0,1,0,1,1,0,0,0
12850,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8092,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10200,1,0,1,0,0,0,0,1,0,1,1,1,1,1
10392,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12728,0,0,0,0,0,0,0,0,0,1,1,0,0,0
660,1,1,1,0,0,0,0,0,0,1,1,0,0,0
9636,1,1,0,0,0,0,0,0,0,1,0,0,0,0
5726,1,1,1,0,0,0,1,0,0,1,1,0,0,0
15397,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17955,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1988,1,1,0,0,0,0,0,1,0,1,1,0,0,0
13820,1,0,0,0,0,0,0,1,0,1,1,0,0,0
126,0,0,0,0,0,0,0,1,0,1,1,0,0,0
8672,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15485,1,0,1,0,0,0,0,1,1,1,1,0,0,0
14921,0,0,0,0,0,0,0,1,0,1,1,0,0,0
12213,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2970,1,1,1,0,0,0,0,0,0,1,1,0,0,0
17197,1,1,1,0,0,0,0,0,0,1,1,0,0,0
10346,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1837,0,0,0,1,1,0,0,1,0,1,1,1,1,1
9108,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4476,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5125,1,1,0,0,0,0,0,1,0,1,1,0,0,1
1561,0,0,0,0,1,0,0,0,0,1,1,0,0,1
13147,1,1,1,1,0,0,0,0,0,0,0,0,0,0
15808,0,0,1,0,1,0,1,0,0,0,0,0,0,0
16848,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14171,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15363,1,0,0,0,0,0,0,1,0,1,0,0,0,1
7289,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1417,1,1,1,0,0,0,0,1,0,0,0,1,1,0
12301,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5782,1,1,1,0,0,0,0,0,0,1,0,0,0,0
9233,0,1,0,0,0,0,0,0,0,1,1,0,0,0
8521,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1237,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8018,1,1,0,0,0,0,0,0,0,1,1,0,0,0
308,1,1,0,0,0,0,0,1,0,1,1,0,0,0
6223,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16422,0,0,0,0,0,0,0,0,0,1,1,0,0,0
54,1,1,1,0,1,0,1,0,0,1,1,1,1,0
8698,1,1,1,0,0,0,0,0,0,1,1,0,0,1
14676,1,1,0,0,0,0,0,1,0,1,1,0,0,0
7472,0,0,0,0,0,0,0,0,0,1,1,0,0,0
805,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13238,0,0,0,0,0,0,0,1,1,1,1,0,0,0
8255,1,1,0,0,0,0,0,0,0,1,1,0,0,0
8891,1,1,0,0,0,0,0,0,0,1,1,0,0,0
13422,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11395,1,0,0,0,0,0,0,1,0,1,0,0,0,1
5004,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12895,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5558,1,1,0,0,0,0,0,0,0,1,0,0,0,0
4195,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14286,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16890,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13878,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8413,1,1,1,0,0,0,1,0,0,1,0,0,0,0
3039,1,1,0,0,0,0,0,1,0,1,1,0,0,0
8379,0,0,0,0,1,0,0,0,0,1,1,0,0,0
17998,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7183,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15173,1,1,1,0,0,0,0,0,0,1,1,0,0,0
12760,0,1,1,0,1,0,0,1,0,1,1,1,1,0
10170,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13803,1,0,0,0,0,0,0,0,0,1,1,0,0,0
18098,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15468,1,1,1,0,0,0,0,1,0,1,1,1,1,0
5852,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2278,1,1,0,0,0,0,0,0,0,1,1,0,0,0
6811,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13588,1,0,0,0,0,0,0,0,0,0,1,1,0,0
655,1,0,1,0,0,0,0,1,0,1,0,0,0,0
5707,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12925,0,0,1,0,0,0,0,0,0,1,1,0,0,0
614,0,0,0,0,0,0,0,1,0,1,1,0,0,0
17874,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2324,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2321,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3175,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4136,1,1,1,0,0,0,0,0,0,1,1,0,0,0
9343,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6254,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,0,0,0,0,0,0,0,1,0,1,1,0,0,0
8514,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13773,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4016,1,1,1,0,0,0,0,1,0,1,1,1,1,0
7479,1,1,0,0,0,0,0,0,0,1,1,0,0,0
11437,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2710,1,0,1,0,0,0,0,0,0,1,1,0,0,0
7126,1,0,0,0,0,0,0,1,0,1,1,1,1,0
14096,1,1,1,0,0,0,0,1,0,1,1,0,0,0
15098,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1657,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10130,1,1,1,0,1,0,0,1,0,1,1,0,0,0
822,1,1,0,0,0,0,0,0,0,1,0,0,0,0
13957,0,0,0,0,0,0,0,0,0,1,1,0,0,1
15816,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6462,1,0,0,0,0,0,0,0,0,1,1,0,0,1
13091,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5285,0,0,0,0,0,0,0,1,0,1,1,0,0,1
6275,1,0,1,0,0,0,0,0,0,0,1,0,0,1
6392,1,1,0,0,0,0,0,1,0,1,0,0,0,1
