recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit
1,1) $0 - $100,29.99,0,1,Rural,0,Web,No E-Mail,0
2,4) $350 - $500,432.83,0,1,Urban,0,Phone,No E-Mail,0
1,5) $500 - $750,656.49,1,0,Urban,1,Phone,Mens E-Mail,0
12,3) $200 - $350,237.82,1,1,Urban,0,Web,Mens E-Mail,1
9,"6) $750 - $1,000",842.17,1,1,Surburban,1,Web,Womens E-Mail,1
1,3) $200 - $350,217.96,0,1,Surburban,1,Phone,Mens E-Mail,0
1,4) $350 - $500,439.52,0,1,Rural,0,Web,Mens E-Mail,1
2,2) $100 - $200,187.76,0,1,Rural,0,Web,Mens E-Mail,0
4,1) $0 - $100,29.99,0,1,Rural,0,Phone,Womens E-Mail,1
2,3) $200 - $350,251.85,1,0,Rural,1,Web,Womens E-Mail,1
10,3) $200 - $350,213.12,1,1,Urban,1,Web,Mens E-Mail,0
10,1) $0 - $100,39.42,1,0,Urban,0,Phone,Mens E-Mail,0
5,2) $100 - $200,104.6,0,1,Urban,0,Web,No E-Mail,0
2,2) $100 - $200,117.11,0,1,Surburban,0,Web,Womens E-Mail,0
10,1) $0 - $100,68.77,1,0,Surburban,1,Phone,Womens E-Mail,0
9,1) $0 - $100,98.57,1,0,Rural,1,Phone,Womens E-Mail,0
5,3) $200 - $350,329.82,0,1,Surburban,0,Web,Mens E-Mail,0
1,2) $100 - $200,166.51,1,0,Surburban,0,Phone,Mens E-Mail,1
3,1) $0 - $100,36.93,0,1,Surburban,1,Phone,No E-Mail,0
6,4) $350 - $500,485.42,0,1,Surburban,0,Phone,Womens E-Mail,0
9,2) $100 - $200,159.98,1,0,Surburban,0,Phone,Womens E-Mail,0
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1
6,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,0
4,1) $0 - $100,37.69,0,1,Urban,1,Web,No E-Mail,0
3,2) $100 - $200,128.34,0,1,Urban,0,Web,No E-Mail,0
8,3) $200 - $350,272.93,0,1,Surburban,1,Web,Womens E-Mail,0
6,1) $0 - $100,46.76,0,1,Urban,0,Web,Mens E-Mail,0
9,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0
2,5) $500 - $750,542.07,1,0,Surburban,1,Web,Mens E-Mail,0
8,1) $0 - $100,38.95,1,0,Urban,1,Web,Womens E-Mail,0
11,3) $200 - $350,203.79,0,1,Urban,1,Phone,Womens E-Mail,0
10,4) $350 - $500,391.86,0,1,Rural,0,Phone,No E-Mail,0
8,3) $200 - $350,264.14,1,1,Surburban,1,Multichannel,Womens E-Mail,0
9,2) $100 - $200,163.15,1,0,Urban,1,Phone,Mens E-Mail,0
5,1) $0 - $100,29.99,0,1,Rural,1,Web,No E-Mail,0
10,3) $200 - $350,332.65,0,1,Surburban,1,Web,Womens E-Mail,0
2,"7) $1,000 +",2389.36,1,1,Urban,1,Multichannel,Womens E-Mail,0
9,1) $0 - $100,86.47,1,0,Surburban,0,Web,Mens E-Mail,0
1,3) $200 - $350,259.48,1,0,Urban,0,Multichannel,Mens E-Mail,1
1,2) $100 - $200,133.8,0,1,Surburban,1,Phone,Womens E-Mail,0
3,1) $0 - $100,48.52,1,0,Urban,0,Phone,No E-Mail,0
3,3) $200 - $350,330.86,1,1,Urban,0,Web,No E-Mail,0
11,2) $100 - $200,185.66,0,1,Surburban,1,Phone,No E-Mail,0
4,3) $200 - $350,304.79,1,0,Urban,0,Web,Mens E-Mail,0
4,2) $100 - $200,149.47,0,1,Urban,0,Web,No E-Mail,0
7,3) $200 - $350,209.2,0,1,Surburban,1,Phone,Womens E-Mail,0
1,3) $200 - $350,340.84,1,0,Surburban,1,Web,No E-Mail,1
5,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,0
3,2) $100 - $200,127.25,0,1,Surburban,1,Phone,No E-Mail,0
10,4) $350 - $500,433.86,0,1,Surburban,0,Web,Womens E-Mail,0
1,3) $200 - $350,275.86,0,1,Surburban,0,Phone,Womens E-Mail,0
9,1) $0 - $100,39.13,1,0,Surburban,1,Phone,No E-Mail,0
2,1) $0 - $100,51.17,1,0,Urban,1,Web,Mens E-Mail,0
10,2) $100 - $200,101.9,0,1,Urban,1,Web,Mens E-Mail,0
2,4) $350 - $500,425.02,1,1,Rural,0,Web,Womens E-Mail,0
4,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0
4,1) $0 - $100,65.59,0,1,Urban,0,Phone,Mens E-Mail,0
7,3) $200 - $350,303.46,0,1,Urban,0,Web,No E-Mail,0
12,1) $0 - $100,33.32,0,1,Surburban,0,Phone,Mens E-Mail,0
1,1) $0 - $100,70.91,1,0,Rural,0,Web,Mens E-Mail,0
9,2) $100 - $200,107.89,0,1,Urban,0,Phone,No E-Mail,0
1,"6) $750 - $1,000",766.77,1,1,Surburban,1,Phone,No E-Mail,0
1,1) $0 - $100,67.88,1,0,Rural,0,Web,Mens E-Mail,0
6,2) $100 - $200,157.75,1,0,Surburban,0,Phone,Mens E-Mail,0
10,1) $0 - $100,56.15,1,0,Rural,0,Phone,No E-Mail,0
9,3) $200 - $350,236.51,0,1,Surburban,0,Web,No E-Mail,1
1,1) $0 - $100,29.99,0,1,Rural,0,Phone,Mens E-Mail,0
9,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,1
6,2) $100 - $200,114.17,1,0,Urban,1,Web,Mens E-Mail,0
6,4) $350 - $500,368.67,1,0,Urban,0,Web,Womens E-Mail,0
4,2) $100 - $200,129.82,1,0,Urban,1,Web,Womens E-Mail,0
2,2) $100 - $200,129.86,1,0,Surburban,0,Web,No E-Mail,0
6,3) $200 - $350,258.14,0,1,Surburban,0,Phone,Womens E-Mail,0
6,2) $100 - $200,103.76,0,1,Urban,0,Web,Womens E-Mail,1
4,1) $0 - $100,98.53,1,0,Urban,1,Web,Mens E-Mail,0
4,1) $0 - $100,34.94,1,0,Surburban,1,Phone,No E-Mail,0
4,1) $0 - $100,60.04,0,1,Surburban,0,Phone,Womens E-Mail,0
2,4) $350 - $500,397.37,1,1,Surburban,0,Phone,Mens E-Mail,0
3,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0
12,1) $0 - $100,39.48,0,1,Surburban,1,Web,Mens E-Mail,0
7,3) $200 - $350,336.88,1,0,Urban,1,Phone,No E-Mail,0
3,2) $100 - $200,110.7,1,0,Surburban,0,Web,Womens E-Mail,0
7,2) $100 - $200,153.51,1,0,Surburban,1,Phone,Womens E-Mail,0
10,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0
12,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0
6,3) $200 - $350,283.94,1,0,Surburban,1,Multichannel,Mens E-Mail,1
9,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0
9,5) $500 - $750,541.32,0,1,Surburban,1,Multichannel,Mens E-Mail,0
1,1) $0 - $100,32.52,0,1,Surburban,1,Phone,No E-Mail,0
7,1) $0 - $100,43.02,0,1,Urban,0,Web,Mens E-Mail,0
1,2) $100 - $200,144.63,1,0,Surburban,0,Phone,Womens E-Mail,0
1,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0
2,"6) $750 - $1,000",795.23,1,0,Urban,1,Web,Womens E-Mail,0
11,1) $0 - $100,52.66,1,0,Urban,0,Web,Mens E-Mail,0
2,4) $350 - $500,402.57,0,1,Surburban,0,Multichannel,No E-Mail,0
10,2) $100 - $200,161.81,1,0,Urban,1,Web,Mens E-Mail,0
2,2) $100 - $200,150.34,1,0,Surburban,0,Phone,Mens E-Mail,1
1,2) $100 - $200,125.26,1,0,Rural,1,Web,No E-Mail,0
5,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0
2,2) $100 - $200,101.33,1,0,Rural,1,Web,No E-Mail,0
8,"7) $1,000 +",1087.73,0,1,Rural,1,Multichannel,Womens E-Mail,0
8,3) $200 - $350,344.09,0,1,Surburban,0,Web,Womens E-Mail,1
2,5) $500 - $750,631.14,0,1,Urban,1,Multichannel,No E-Mail,0
9,3) $200 - $350,226.74,1,0,Urban,1,Multichannel,Womens E-Mail,0
1,5) $500 - $750,551.62,0,1,Surburban,1,Web,No E-Mail,0
1,2) $100 - $200,143.69,0,1,Urban,1,Web,No E-Mail,0
5,3) $200 - $350,306.69,1,1,Urban,0,Multichannel,Womens E-Mail,1
2,4) $350 - $500,381.22,0,1,Surburban,1,Phone,Mens E-Mail,0
1,1) $0 - $100,84.77,0,1,Urban,0,Phone,Mens E-Mail,0
5,1) $0 - $100,99.63,0,1,Rural,1,Web,Womens E-Mail,0
12,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,0
9,3) $200 - $350,266.42,1,0,Urban,0,Phone,Womens E-Mail,0
8,2) $100 - $200,170.09,1,0,Urban,1,Phone,Mens E-Mail,1
6,1) $0 - $100,75.58,0,1,Rural,1,Web,No E-Mail,0
4,5) $500 - $750,566.97,0,1,Urban,1,Multichannel,Womens E-Mail,0
9,1) $0 - $100,72.54,0,1,Urban,0,Web,No E-Mail,0
1,5) $500 - $750,537.4,1,0,Surburban,1,Multichannel,No E-Mail,0
9,1) $0 - $100,59.79,0,1,Urban,1,Phone,Womens E-Mail,0
8,3) $200 - $350,318.57,0,1,Urban,1,Web,Womens E-Mail,0
7,2) $100 - $200,141.65,1,0,Urban,0,Phone,No E-Mail,0
7,1) $0 - $100,78.88,1,0,Surburban,0,Phone,Womens E-Mail,0
9,1) $0 - $100,95.13,0,1,Surburban,0,Web,No E-Mail,0
10,1) $0 - $100,33.61,0,1,Urban,0,Phone,Mens E-Mail,0
7,4) $350 - $500,383.91,1,0,Surburban,0,Phone,No E-Mail,0
8,3) $200 - $350,222.47,1,0,Surburban,0,Web,Mens E-Mail,0
10,3) $200 - $350,227.76,1,0,Urban,0,Web,Mens E-Mail,1
2,5) $500 - $750,671.34,0,1,Surburban,1,Multichannel,No E-Mail,0
6,2) $100 - $200,109.65,1,0,Urban,1,Phone,Mens E-Mail,0
1,3) $200 - $350,309.97,1,0,Urban,0,Web,Mens E-Mail,0
2,3) $200 - $350,298.79,0,1,Surburban,1,Web,No E-Mail,0
6,1) $0 - $100,41.39,0,1,Surburban,0,Web,Mens E-Mail,0
1,1) $0 - $100,49.33,1,0,Surburban,1,Phone,Womens E-Mail,0
3,3) $200 - $350,333.97,1,0,Rural,0,Web,Mens E-Mail,0
2,3) $200 - $350,266.03,0,1,Surburban,0,Multichannel,Mens E-Mail,1
9,2) $100 - $200,137.63,0,1,Surburban,0,Phone,Mens E-Mail,0
8,2) $100 - $200,160.33,0,1,Surburban,1,Phone,No E-Mail,0
2,3) $200 - $350,252.11,1,0,Surburban,0,Phone,No E-Mail,0
1,2) $100 - $200,148.31,1,0,Urban,0,Phone,Mens E-Mail,1
10,3) $200 - $350,330.61,0,1,Surburban,0,Multichannel,No E-Mail,0
2,2) $100 - $200,160.21,0,1,Rural,0,Phone,No E-Mail,0
9,1) $0 - $100,71.0,0,1,Urban,0,Phone,No E-Mail,0
3,1) $0 - $100,50.58,0,1,Urban,0,Phone,Mens E-Mail,0
1,4) $350 - $500,458.05,0,1,Surburban,1,Web,Mens E-Mail,0
11,1) $0 - $100,40.5,1,0,Surburban,1,Web,No E-Mail,0
10,5) $500 - $750,587.48,0,1,Surburban,1,Multichannel,Womens E-Mail,0
9,2) $100 - $200,143.53,1,0,Surburban,0,Phone,No E-Mail,0
1,2) $100 - $200,144.08,0,1,Urban,1,Web,No E-Mail,0
10,4) $350 - $500,497.84,1,1,Urban,0,Multichannel,Womens E-Mail,1
1,3) $200 - $350,300.48,1,0,Urban,0,Web,Womens E-Mail,0
7,5) $500 - $750,608.36,1,1,Urban,1,Multichannel,No E-Mail,1
1,3) $200 - $350,259.67,1,0,Urban,0,Phone,No E-Mail,0
4,4) $350 - $500,361.43,0,1,Urban,0,Web,No E-Mail,0
12,2) $100 - $200,147.93,0,1,Urban,0,Phone,No E-Mail,0
9,2) $100 - $200,117.69,1,0,Urban,0,Web,Mens E-Mail,0
1,1) $0 - $100,52.7,0,1,Urban,1,Phone,Womens E-Mail,0
9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0
2,1) $0 - $100,74.52,0,1,Urban,1,Phone,Mens E-Mail,0
1,"6) $750 - $1,000",751.35,1,0,Surburban,1,Web,Womens E-Mail,0
4,3) $200 - $350,315.36,0,1,Urban,1,Phone,Womens E-Mail,0
9,1) $0 - $100,52.09,0,1,Surburban,1,Phone,No E-Mail,0
10,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0
3,3) $200 - $350,248.16,0,1,Urban,0,Web,Womens E-Mail,0
10,5) $500 - $750,538.62,1,0,Rural,1,Multichannel,No E-Mail,0
1,2) $100 - $200,113.87,0,1,Surburban,1,Phone,Womens E-Mail,0
9,2) $100 - $200,179.18,1,0,Surburban,0,Phone,No E-Mail,0
12,2) $100 - $200,153.83,1,0,Urban,1,Web,No E-Mail,0
2,4) $350 - $500,379.6,0,1,Surburban,0,Web,Womens E-Mail,0
1,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,1
2,2) $100 - $200,115.72,0,1,Urban,1,Web,Womens E-Mail,0
3,5) $500 - $750,537.11,1,0,Urban,1,Phone,Womens E-Mail,1
1,2) $100 - $200,170.24,1,0,Surburban,0,Phone,No E-Mail,0
2,"7) $1,000 +",1425.87,0,1,Surburban,1,Web,No E-Mail,1
9,2) $100 - $200,167.64,1,0,Surburban,0,Phone,Mens E-Mail,0
9,3) $200 - $350,293.9,0,1,Urban,0,Web,Mens E-Mail,0
2,1) $0 - $100,82.79,0,1,Urban,1,Phone,No E-Mail,0
4,2) $100 - $200,190.29,0,1,Urban,1,Phone,No E-Mail,0
12,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0
11,1) $0 - $100,45.71,1,0,Surburban,1,Phone,Womens E-Mail,0
1,2) $100 - $200,171.68,0,1,Urban,1,Phone,No E-Mail,0
10,1) $0 - $100,46.91,0,1,Urban,1,Phone,Mens E-Mail,0
12,1) $0 - $100,49.39,0,1,Surburban,0,Web,Womens E-Mail,0
2,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0
3,5) $500 - $750,719.64,1,0,Rural,1,Multichannel,Mens E-Mail,1
4,4) $350 - $500,359.43,1,0,Urban,0,Multichannel,No E-Mail,0
5,2) $100 - $200,189.5,1,0,Urban,0,Phone,Mens E-Mail,0
2,1) $0 - $100,90.89,1,0,Surburban,1,Phone,Womens E-Mail,0
2,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0
1,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0
10,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0
12,2) $100 - $200,171.08,0,1,Rural,1,Web,Womens E-Mail,0
2,4) $350 - $500,443.12,1,0,Surburban,0,Phone,Mens E-Mail,0
7,3) $200 - $350,345.93,1,1,Rural,0,Web,Womens E-Mail,0
6,4) $350 - $500,374.11,1,0,Surburban,1,Multichannel,Womens E-Mail,0
6,1) $0 - $100,53.41,0,1,Surburban,1,Web,Mens E-Mail,0
9,"7) $1,000 +",1041.9,1,1,Surburban,1,Multichannel,Womens E-Mail,1
3,"7) $1,000 +",1319.74,1,1,Surburban,1,Multichannel,Womens E-Mail,0
8,2) $100 - $200,193.52,1,0,Surburban,1,Phone,Mens E-Mail,0
6,3) $200 - $350,226.22,1,0,Rural,0,Phone,Mens E-Mail,0
2,1) $0 - $100,42.73,0,1,Urban,0,Web,Womens E-Mail,0
5,1) $0 - $100,60.59,1,0,Surburban,1,Phone,No E-Mail,0
5,1) $0 - $100,54.24,0,1,Surburban,0,Phone,Womens E-Mail,1
2,1) $0 - $100,31.24,0,1,Urban,0,Web,No E-Mail,0
3,2) $100 - $200,128.68,0,1,Surburban,0,Web,Womens E-Mail,0
3,1) $0 - $100,52.55,0,1,Urban,1,Phone,No E-Mail,0
7,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0
10,2) $100 - $200,186.52,1,0,Surburban,1,Web,Mens E-Mail,0
3,3) $200 - $350,334.16,0,1,Surburban,0,Web,Womens E-Mail,0
9,5) $500 - $750,730.58,1,1,Urban,1,Web,Womens E-Mail,0
9,1) $0 - $100,75.02,0,1,Surburban,0,Web,No E-Mail,0
4,5) $500 - $750,672.96,0,1,Rural,1,Multichannel,Mens E-Mail,1
1,"6) $750 - $1,000",991.0,1,1,Urban,1,Phone,No E-Mail,0
10,2) $100 - $200,152.74,1,0,Surburban,0,Phone,Mens E-Mail,0
10,4) $350 - $500,356.56,0,1,Urban,0,Web,No E-Mail,0
2,3) $200 - $350,239.23,0,1,Surburban,0,Phone,Mens E-Mail,0
6,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0
12,1) $0 - $100,30.61,0,1,Surburban,0,Web,No E-Mail,0
3,1) $0 - $100,29.99,1,0,Rural,0,Phone,Womens E-Mail,0
10,5) $500 - $750,734.06,1,0,Urban,1,Phone,No E-Mail,0
2,3) $200 - $350,292.15,1,0,Rural,0,Multichannel,No E-Mail,0
2,"7) $1,000 +",1184.81,1,1,Urban,1,Phone,Mens E-Mail,1
3,1) $0 - $100,92.53,0,1,Urban,1,Web,Mens E-Mail,0
11,4) $350 - $500,416.38,0,1,Surburban,0,Phone,Womens E-Mail,0
1,3) $200 - $350,282.36,1,1,Surburban,0,Phone,Womens E-Mail,0
1,3) $200 - $350,275.73,0,1,Rural,0,Web,Womens E-Mail,0
6,3) $200 - $350,340.97,1,0,Urban,0,Phone,No E-Mail,0
12,1) $0 - $100,94.52,1,0,Surburban,1,Web,No E-Mail,0
2,4) $350 - $500,437.36,0,1,Surburban,0,Multichannel,Mens E-Mail,0
12,3) $200 - $350,204.81,0,1,Surburban,1,Multichannel,No E-Mail,0
3,1) $0 - $100,54.51,0,1,Urban,1,Phone,No E-Mail,0
6,2) $100 - $200,102.83,1,0,Rural,1,Web,No E-Mail,0
11,2) $100 - $200,157.72,0,1,Surburban,1,Web,Mens E-Mail,0
1,2) $100 - $200,134.18,0,1,Surburban,0,Web,No E-Mail,1
7,2) $100 - $200,195.43,1,0,Urban,1,Phone,Womens E-Mail,1
7,2) $100 - $200,157.66,0,1,Surburban,0,Web,Womens E-Mail,1
1,3) $200 - $350,257.93,1,0,Urban,1,Multichannel,Mens E-Mail,0
10,1) $0 - $100,68.44,1,0,Urban,0,Phone,No E-Mail,0
4,2) $100 - $200,194.57,0,1,Surburban,0,Web,Mens E-Mail,0
3,2) $100 - $200,140.12,1,0,Surburban,0,Web,Womens E-Mail,0
9,3) $200 - $350,343.51,1,1,Rural,0,Web,Mens E-Mail,1
5,2) $100 - $200,160.78,1,0,Surburban,1,Phone,Womens E-Mail,0
10,2) $100 - $200,157.73,0,1,Surburban,1,Phone,Mens E-Mail,0
11,3) $200 - $350,262.82,1,0,Surburban,0,Multichannel,Mens E-Mail,0
1,2) $100 - $200,124.76,1,0,Urban,0,Phone,Womens E-Mail,0
7,3) $200 - $350,230.74,0,1,Urban,0,Multichannel,No E-Mail,0
12,1) $0 - $100,42.76,1,0,Surburban,1,Phone,No E-Mail,0
1,1) $0 - $100,83.12,1,0,Rural,0,Phone,No E-Mail,0
9,3) $200 - $350,304.1,0,1,Urban,0,Phone,Mens E-Mail,1
7,3) $200 - $350,319.82,0,1,Surburban,0,Phone,No E-Mail,0
5,1) $0 - $100,68.25,1,0,Surburban,1,Web,Womens E-Mail,0
10,1) $0 - $100,67.52,0,1,Rural,0,Web,No E-Mail,0
6,1) $0 - $100,89.16,0,1,Urban,0,Phone,Womens E-Mail,1
2,1) $0 - $100,65.97,0,1,Urban,1,Phone,Womens E-Mail,0
6,1) $0 - $100,74.57,1,0,Surburban,0,Web,No E-Mail,0
3,"6) $750 - $1,000",788.43,1,1,Urban,1,Multichannel,Womens E-Mail,1
10,2) $100 - $200,165.37,0,1,Surburban,1,Phone,No E-Mail,0
7,4) $350 - $500,493.44,1,1,Surburban,1,Phone,Womens E-Mail,0
2,1) $0 - $100,56.29,1,0,Surburban,1,Phone,Womens E-Mail,0
9,3) $200 - $350,225.11,1,0,Rural,1,Web,Mens E-Mail,0
7,1) $0 - $100,58.41,1,0,Surburban,0,Web,Mens E-Mail,0
1,1) $0 - $100,37.55,0,1,Surburban,0,Phone,Mens E-Mail,0
6,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0
8,1) $0 - $100,90.02,1,0,Urban,1,Phone,No E-Mail,0
9,"6) $750 - $1,000",875.93,1,1,Urban,1,Phone,Womens E-Mail,1
4,5) $500 - $750,529.12,1,0,Surburban,1,Phone,No E-Mail,0
9,2) $100 - $200,125.09,1,0,Urban,1,Phone,No E-Mail,0
4,"6) $750 - $1,000",783.36,1,1,Rural,1,Multichannel,Womens E-Mail,0
2,3) $200 - $350,254.43,1,1,Urban,0,Web,No E-Mail,0
1,1) $0 - $100,31.61,1,0,Urban,0,Web,Mens E-Mail,1
6,1) $0 - $100,91.12,0,1,Urban,1,Web,Womens E-Mail,0
1,4) $350 - $500,350.85,1,0,Surburban,1,Phone,No E-Mail,0
10,1) $0 - $100,58.44,0,1,Surburban,0,Web,No E-Mail,0
2,3) $200 - $350,203.8,1,1,Surburban,0,Phone,No E-Mail,0
8,3) $200 - $350,263.3,0,1,Rural,1,Phone,Mens E-Mail,0
4,4) $350 - $500,414.72,0,1,Surburban,0,Multichannel,No E-Mail,0
9,3) $200 - $350,233.62,0,1,Surburban,1,Phone,Mens E-Mail,0
9,1) $0 - $100,75.7,1,0,Urban,1,Phone,Mens E-Mail,0
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1
8,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0
4,2) $100 - $200,126.96,0,1,Rural,1,Phone,No E-Mail,0
2,2) $100 - $200,194.17,1,0,Urban,0,Web,No E-Mail,0
10,3) $200 - $350,232.25,1,0,Surburban,1,Phone,Mens E-Mail,0
2,4) $350 - $500,350.36,1,0,Urban,1,Phone,Womens E-Mail,0
9,5) $500 - $750,622.38,1,0,Urban,1,Multichannel,Womens E-Mail,0
6,3) $200 - $350,229.69,1,0,Surburban,0,Web,Mens E-Mail,0
11,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0
7,5) $500 - $750,538.33,1,1,Surburban,1,Multichannel,No E-Mail,0
1,"7) $1,000 +",3215.97,1,1,Urban,1,Multichannel,Mens E-Mail,1
9,3) $200 - $350,323.81,1,0,Surburban,0,Web,No E-Mail,1
10,2) $100 - $200,111.47,0,1,Surburban,1,Phone,No E-Mail,0
1,1) $0 - $100,85.47,0,1,Surburban,1,Phone,Womens E-Mail,0
6,2) $100 - $200,106.17,0,1,Surburban,1,Web,No E-Mail,0
12,2) $100 - $200,113.91,0,1,Surburban,0,Web,Mens E-Mail,1
5,3) $200 - $350,261.97,1,0,Urban,1,Web,Womens E-Mail,0
5,2) $100 - $200,153.51,1,0,Urban,1,Web,Mens E-Mail,0
9,3) $200 - $350,216.4,1,1,Urban,0,Multichannel,No E-Mail,0
8,1) $0 - $100,65.68,1,0,Rural,0,Phone,Womens E-Mail,0
1,2) $100 - $200,195.76,1,0,Surburban,0,Phone,Mens E-Mail,1
3,"7) $1,000 +",1202.72,0,1,Surburban,1,Multichannel,Womens E-Mail,1
1,2) $100 - $200,166.66,0,1,Rural,1,Web,No E-Mail,1
1,1) $0 - $100,88.73,0,1,Surburban,1,Web,Womens E-Mail,0
10,1) $0 - $100,70.9,1,0,Surburban,1,Phone,Mens E-Mail,0
10,1) $0 - $100,61.24,1,0,Surburban,1,Phone,Mens E-Mail,0
9,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0
9,5) $500 - $750,663.32,1,1,Rural,1,Multichannel,No E-Mail,0
9,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,0
12,3) $200 - $350,283.65,1,0,Urban,0,Multichannel,No E-Mail,0
9,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0
11,2) $100 - $200,127.55,0,1,Surburban,0,Web,No E-Mail,0
8,1) $0 - $100,44.29,1,0,Urban,1,Phone,Mens E-Mail,0
3,3) $200 - $350,299.85,0,1,Rural,1,Web,Womens E-Mail,0
8,2) $100 - $200,142.35,0,1,Urban,1,Web,No E-Mail,0
3,4) $350 - $500,391.85,1,0,Urban,0,Web,Mens E-Mail,0
1,"6) $750 - $1,000",877.9,1,0,Surburban,1,Web,Mens E-Mail,1
11,5) $500 - $750,698.61,1,0,Urban,1,Web,No E-Mail,0
2,2) $100 - $200,102.92,0,1,Surburban,1,Web,No E-Mail,0
4,4) $350 - $500,379.86,1,1,Rural,0,Multichannel,No E-Mail,0
5,3) $200 - $350,291.08,1,0,Urban,1,Web,Womens E-Mail,0
5,3) $200 - $350,326.5,1,1,Surburban,0,Phone,No E-Mail,0
8,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,0
9,1) $0 - $100,65.17,1,0,Surburban,1,Web,Womens E-Mail,0
2,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0
3,3) $200 - $350,295.65,1,1,Surburban,0,Phone,Mens E-Mail,1
4,2) $100 - $200,166.13,0,1,Surburban,1,Web,No E-Mail,1
10,2) $100 - $200,125.95,1,0,Surburban,1,Phone,Womens E-Mail,0
2,3) $200 - $350,308.91,0,1,Urban,0,Multichannel,No E-Mail,0
9,3) $200 - $350,313.92,1,0,Surburban,1,Multichannel,Womens E-Mail,0
9,1) $0 - $100,72.82,0,1,Surburban,0,Web,Womens E-Mail,0
10,3) $200 - $350,266.73,0,1,Surburban,1,Web,No E-Mail,0
9,5) $500 - $750,641.41,1,0,Surburban,1,Web,Mens E-Mail,0
1,5) $500 - $750,654.08,0,1,Urban,1,Phone,Womens E-Mail,0
9,2) $100 - $200,112.28,1,0,Urban,1,Phone,No E-Mail,0
12,3) $200 - $350,243.51,0,1,Urban,0,Phone,Mens E-Mail,0
9,4) $350 - $500,409.25,1,1,Urban,0,Multichannel,Mens E-Mail,0
1,3) $200 - $350,311.38,1,0,Surburban,0,Phone,Womens E-Mail,0
4,4) $350 - $500,460.23,1,1,Surburban,1,Phone,Mens E-Mail,0
2,2) $100 - $200,119.2,0,1,Urban,0,Web,No E-Mail,0
3,1) $0 - $100,46.71,0,1,Surburban,1,Phone,No E-Mail,0
1,5) $500 - $750,518.9,1,0,Urban,1,Phone,Mens E-Mail,0
7,1) $0 - $100,92.39,0,1,Surburban,1,Web,No E-Mail,1
4,4) $350 - $500,377.77,1,0,Surburban,0,Phone,No E-Mail,0
8,1) $0 - $100,48.49,0,1,Surburban,0,Web,No E-Mail,0
2,5) $500 - $750,542.37,1,0,Rural,1,Web,Mens E-Mail,0
3,3) $200 - $350,211.07,1,1,Surburban,0,Web,Womens E-Mail,0
3,5) $500 - $750,728.88,1,0,Urban,1,Phone,No E-Mail,0
7,4) $350 - $500,410.83,1,1,Rural,0,Multichannel,Womens E-Mail,0
5,2) $100 - $200,155.68,1,0,Urban,1,Phone,Womens E-Mail,0
6,2) $100 - $200,100.31,1,0,Surburban,0,Phone,Womens E-Mail,0
8,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0
2,2) $100 - $200,133.02,0,1,Urban,1,Phone,Mens E-Mail,1
7,3) $200 - $350,206.72,0,1,Urban,1,Phone,No E-Mail,0
12,3) $200 - $350,247.68,0,1,Surburban,1,Phone,Mens E-Mail,1
